SignatureA	SignatureB	LD
ELF3 SCN1B SLCO4C1	FGA	3
ELF3 SCN1B SLCO4C1	FGB	3
ELF3 SCN1B SLCO4C1	FGF22	3
ELF3 SCN1B SLCO4C1	FGR	3
ELF3 SCN1B SLCO4C1	FXYD6	3
ELF3 SCN1B SLCO4C1	GAS1 TP53	3
ELF3 SCN1B SLCO4C1	GLDC ZSCAN18	3
ELF3 SCN1B SLCO4C1	GLTSCR2	3
ELF3 SCN1B SLCO4C1	GLTSCR2 MTCH1	3
ELF3 SCN1B SLCO4C1	GNG3	3
ELF3 SCN1B SLCO4C1	GNG3 HBE1	3
ELF3 SCN1B SLCO4C1	GNG3 HTR2A	3
ELF3 SCN1B SLCO4C1	GNG3 MTCH1	3
ELF3 SCN1B SLCO4C1	GNG3 SEC14L4	3
ELF3 SCN1B SLCO4C1	GNG3 TAS2R16	3
ELF3 SCN1B SLCO4C1	GPR68	3
ELF3 SCN1B SLCO4C1	GPR68 GRM4	3
ELF3 SCN1B SLCO4C1	GRM4	3
ELF3 SCN1B SLCO4C1	GRM4 ITPR3	3
ELF3 SCN1B SLCO4C1	GTF2F2	3
ELF3 SCN1B SLCO4C1	GUCY2D	3
ELF3 SCN1B SLCO4C1	H1F0	3
ELF3 SCN1B SLCO4C1	H1F0 SOX2 TGFB3	3
ELF3 SCN1B SLCO4C1	HAO1	3
ELF3 SCN1B SLCO4C1	HBE1	3
ELF3 SCN1B SLCO4C1	HCN2	3
ELF3 SCN1B SLCO4C1	HRG	3
ELF3 SCN1B SLCO4C1	HRG RASGRF1	3
ELF3 SCN1B SLCO4C1	HRG RYR1	3
ELF3 SCN1B SLCO4C1	HRG TNFSF10	3
ELF3 SCN1B SLCO4C1	HSP90AA1	3
ELF3 SCN1B SLCO4C1	HTR2A	3
ELF3 SCN1B SLCO4C1	IAPP	3
ELF3 SCN1B SLCO4C1	ICAM4 PCSK5	3
ELF3 SCN1B SLCO4C1	ID4	3
ELF3 SCN1B SLCO4C1	IL2RA	3
ELF3 SCN1B SLCO4C1	ITPR3	3
ELF3 SCN1B SLCO4C1	ITPR3 PTPRR	3
ELF3 SCN1B SLCO4C1	KCNA1	3
ELF3 SCN1B SLCO4C1	KCNA1 RASGRF1 SRRM1	3
ELF3 SCN1B SLCO4C1	KCNA1 UBQLN3	3
ELF3 SCN1B SLCO4C1	KCNJ16	3
ELF3 SCN1B SLCO4C1	KCNJ16 SCN2A	3
ELF3 SCN1B SLCO4C1	KCNJ9 KIAA0922	3
ELF3 SCN1B SLCO4C1	KCNQ1DN TRH	3
ELF3 SCN1B SLCO4C1	KIAA0922	3
ELF3 SCN1B SLCO4C1	KIF14	3
ELF3 SCN1B SLCO4C1	KRT33B NCF1	3
ELF3 SCN1B SLCO4C1	KRT33B SLC7A2	3
ELF3 SCN1B SLCO4C1	LAMA2	3
ELF3 SCN1B SLCO4C1	LAMA2 TLE4 TP53	3
ELF3 SCN1B SLCO4C1	LAP3	3
ELF3 SCN1B SLCO4C1	LFNG	3
ELF3 SCN1B SLCO4C1	LRP2BP	3
ELF3 SCN1B SLCO4C1	MED22	3
ELF3 SCN1B SLCO4C1	MS4A2	3
ELF3 SCN1B SLCO4C1	MTCH1	3
ELF3 SCN1B SLCO4C1	MYO16	3
ELF3 SCN1B SLCO4C1	MYO16 PRMT1	3
ELF3 SCN1B SLCO4C1	MYO16 UBQLN3	3
ELF3 SCN1B SLCO4C1	MYO3A	3
ELF3 SCN1B SLCO4C1	NHLH2	3
ELF3 SCN1B SLCO4C1	NHLH2 SERINC2 UBQLN3	3
ELF3 SCN1B SLCO4C1	NPY2R	3
ELF3 SCN1B SLCO4C1	NPY5R	3
ELF3 SCN1B SLCO4C1	NPY5R SCN1B	-3
ELF3 SCN1B SLCO4C1	PABPN1	3
ELF3 SCN1B SLCO4C1	PABPN1 SCN1B SLCO4C1	-9
ELF3 SCN1B SLCO4C1	PAIP2B	3
ELF3 SCN1B SLCO4C1	PAIP2B SLC6A13	3
ELF3 SCN1B SLCO4C1	PF4V1	3
ELF3 SCN1B SLCO4C1	PLA2G2E	3
ELF3 SCN1B SLCO4C1	PODXL	3
ELF3 SCN1B SLCO4C1	POLQ	3
ELF3 SCN1B SLCO4C1	PRMT1	3
ELF3 SCN1B SLCO4C1	PRMT1 UBQLN3	3
ELF3 SCN1B SLCO4C1	PTGER1	3
ELF3 SCN1B SLCO4C1	PTPRR	3
ELF3 SCN1B SLCO4C1	RASGRF1	3
ELF3 SCN1B SLCO4C1	RASGRF1 STXBP2 TDO2	3
ELF3 SCN1B SLCO4C1	RASGRP3	3
ELF3 SCN1B SLCO4C1	RGS16	3
ELF3 SCN1B SLCO4C1	RYR1	3
ELF3 SCN1B SLCO4C1	RYR1 SSTR4	3
ELF3 SCN1B SLCO4C1	SCN1B	-3
ELF3 SCN1B SLCO4C1	SCN2A	3
ELF3 SCN1B SLCO4C1	SEC14L4	3
ELF3 SCN1B SLCO4C1	SERINC2	3
ELF3 SCN1B SLCO4C1	SLC12A2	3
ELF3 SCN1B SLCO4C1	SLC16A7	3
ELF3 SCN1B SLCO4C1	SLC25A1	3
ELF3 SCN1B SLCO4C1	SLC30A3	3
ELF3 SCN1B SLCO4C1	SLC6A13	3
ELF3 SCN1B SLCO4C1	SLC8A2	3
ELF3 SCN1B SLCO4C1	SLCO1A2	3
ELF3 SCN1B SLCO4C1	SLCO2A1	3
ELF3 SCN1B SLCO4C1	SPAG8	3
ELF3 SCN1B SLCO4C1	SRRM1	3
ELF3 SCN1B SLCO4C1	SSTR4	3
ELF3 SCN1B SLCO4C1	ST3GAL1	3
ELF3 SCN1B SLCO4C1	STK39	3
ELF3 SCN1B SLCO4C1	SV2B	3
ELF3 SCN1B SLCO4C1	SYNE1	3
ELF3 SCN1B SLCO4C1	TAS2R16	3
ELF3 SCN1B SLCO4C1	TGFB3	3
ELF3 SCN1B SLCO4C1	TLE4	3
ELF3 SCN1B SLCO4C1	TLE4 TP53	3
ELF3 SCN1B SLCO4C1	TMEM57	3
ELF3 SCN1B SLCO4C1	TNFAIP8	3
ELF3 SCN1B SLCO4C1	TNFSF10	3
ELF3 SCN1B SLCO4C1	TNS1	3
ELF3 SCN1B SLCO4C1	TP53	3
ELF3 SCN1B SLCO4C1	TP53 TRPC6	3
ELF3 SCN1B SLCO4C1	TRPC6	3
ELF3 SCN1B SLCO4C1	TSGA10	3
ELF3 SCN1B SLCO4C1	TST	3
ELF3 SCN1B SLCO4C1	U2AF2	3
ELF3 SCN1B SLCO4C1	UBQLN3	3
ELF3 SCN1B SLCO4C1	UCN	3
ELF3 SCN1B SLCO4C1	VPS4A	3
ELF3 SCN1B SLCO4C1	WNT1	3
EPHA7	EWSR1	1
EPHA7	EWSR1 HRG	2
EPHA7	EWSR1 MED22	2
EPHA7	EWSR1 PRMT1	2
EPHA7	EWSR1 SCN2A	2
EPHA7	EWSR1 SLC7A2	2
EPHA7	EWSR1 SPRR1A	2
EPHA7	EWSR1 UBQLN3	2
EPHA7	FGA	1
EPHA7	FGB	1
EPHA7	FGF22	1
EPHA7	FGR	1
EPHA7	FXYD6	1
EPHA7	GAS1 TP53	2
EPHA7	GLDC ZSCAN18	2
EPHA7	GLTSCR2	1
EPHA7	GLTSCR2 MTCH1	2
EPHA7	GNG3	1
EPHA7	GNG3 HBE1	2
EPHA7	GNG3 HTR2A	2
EPHA7	GNG3 MTCH1	2
EPHA7	GNG3 SEC14L4	2
EPHA7	GNG3 TAS2R16	2
EPHA7	GPR68	1
EPHA7	GPR68 GRM4	2
EPHA7	GRM4	1
EPHA7	GRM4 ITPR3	2
EPHA7	GTF2F2	1
EPHA7	GUCY2D	1
EPHA7	H1F0	1
EPHA7	H1F0 SOX2 TGFB3	3
EPHA7	HAO1	1
EPHA7	HBE1	1
EPHA7	HCN2	1
EPHA7	HRG	1
EPHA7	HRG RASGRF1	2
EPHA7	HRG RYR1	2
EPHA7	HRG TNFSF10	2
EPHA7	HSP90AA1	1
EPHA7	HTR2A	1
EPHA7	IAPP	1
EPHA7	ICAM4 PCSK5	2
EPHA7	ID4	1
EPHA7	IL2RA	1
EPHA7	ITPR3	1
EPHA7	ITPR3 PTPRR	2
EPHA7	KCNA1	1
EPHA7	KCNA1 RASGRF1 SRRM1	3
EPHA7	KCNA1 UBQLN3	2
EPHA7	KCNJ16	1
EPHA7	KCNJ16 SCN2A	2
EPHA7	KCNJ9 KIAA0922	2
EPHA7	KCNQ1DN TRH	2
EPHA7	KIAA0922	1
EPHA7	KIF14	1
EPHA7	KRT33B NCF1	2
EPHA7	KRT33B SLC7A2	2
EPHA7	LAMA2	1
EPHA7	LAMA2 TLE4 TP53	3
EPHA7	LAP3	1
EPHA7	LFNG	1
EPHA7	LRP2BP	1
EPHA7	MED22	1
EPHA7	MS4A2	1
EPHA7	MTCH1	1
EPHA7	MYO16	1
EPHA7	MYO16 PRMT1	2
EPHA7	MYO16 UBQLN3	2
EPHA7	MYO3A	1
EPHA7	NHLH2	1
EPHA7	NHLH2 SERINC2 UBQLN3	3
EPHA7	NPY2R	1
EPHA7	NPY5R	1
EPHA7	NPY5R SCN1B	2
EPHA7	PABPN1	1
EPHA7	PABPN1 SCN1B SLCO4C1	3
EPHA7	PAIP2B	1
EPHA7	PAIP2B SLC6A13	2
EPHA7	PF4V1	1
EPHA7	PLA2G2E	1
EPHA7	PODXL	1
EPHA7	POLQ	1
EPHA7	PRMT1	1
EPHA7	PRMT1 UBQLN3	2
EPHA7	PTGER1	1
EPHA7	PTPRR	1
EPHA7	RASGRF1	1
EPHA7	RASGRF1 STXBP2 TDO2	3
EPHA7	RASGRP3	1
EPHA7	RGS16	1
EPHA7	RYR1	1
EPHA7	RYR1 SSTR4	2
EPHA7	SCN1B	1
EPHA7	SCN2A	1
EPHA7	SEC14L4	1
EPHA7	SERINC2	1
EPHA7	SLC12A2	1
EPHA7	SLC16A7	1
EPHA7	SLC25A1	1
EPHA7	SLC30A3	1
EPHA7	SLC6A13	1
EPHA7	SLC8A2	1
EPHA7	SLCO1A2	1
EPHA7	SLCO2A1	1
EPHA7	SPAG8	1
EPHA7	SRRM1	1
EPHA7	SSTR4	1
EPHA7	ST3GAL1	1
EPHA7	STK39	1
EPHA7	SV2B	1
EPHA7	SYNE1	1
EPHA7	TAS2R16	1
EPHA7	TGFB3	1
EPHA7	TLE4	1
EPHA7	TLE4 TP53	2
EPHA7	TMEM57	1
EPHA7	TNFAIP8	1
EPHA7	TNFSF10	1
EPHA7	TNS1	1
EPHA7	TP53	1
EPHA7	TP53 TRPC6	2
EPHA7	TRPC6	1
EPHA7	TSGA10	1
EPHA7	TST	1
EPHA7	U2AF2	1
EPHA7	UBQLN3	1
EPHA7	UCN	1
EPHA7	VPS4A	1
EPHA7	WNT1	1
EWSR1	EWSR1 HRG	-4
EWSR1	EWSR1 MED22	-4
EWSR1	EWSR1 PRMT1	-4
EWSR1	EWSR1 SCN2A	-4
EWSR1	EWSR1 SLC7A2	-4
EWSR1	EWSR1 SPRR1A	-4
EWSR1	EWSR1 UBQLN3	-4
EWSR1	FGA	1
EWSR1	FGB	1
EWSR1	FGF22	1
EWSR1	FGR	1
EWSR1	FXYD6	1
EWSR1	GAS1 TP53	2
EWSR1	GLDC ZSCAN18	2
EWSR1	GLTSCR2	1
EWSR1	GLTSCR2 MTCH1	2
EWSR1	GNG3	1
EWSR1	GNG3 HBE1	2
EWSR1	GNG3 HTR2A	2
EWSR1	GNG3 MTCH1	2
EWSR1	GNG3 SEC14L4	2
EWSR1	GNG3 TAS2R16	2
EWSR1	GPR68	1
EWSR1	GPR68 GRM4	2
EWSR1	GRM4	1
EWSR1	GRM4 ITPR3	2
EWSR1	GTF2F2	1
EWSR1	GUCY2D	1
EWSR1	H1F0	1
EWSR1	H1F0 SOX2 TGFB3	3
EWSR1	HAO1	1
EWSR1	HBE1	1
EWSR1	HCN2	1
EWSR1	HRG	1
EWSR1	HRG RASGRF1	2
EWSR1	HRG RYR1	2
EWSR1	HRG TNFSF10	2
EWSR1	HSP90AA1	1
EWSR1	HTR2A	1
EWSR1	IAPP	1
EWSR1	ICAM4 PCSK5	2
EWSR1	ID4	1
EWSR1	IL2RA	1
EWSR1	ITPR3	1
EWSR1	ITPR3 PTPRR	2
EWSR1	KCNA1	1
EWSR1	KCNA1 RASGRF1 SRRM1	3
EWSR1	KCNA1 UBQLN3	2
EWSR1	KCNJ16	1
EWSR1	KCNJ16 SCN2A	2
EWSR1	KCNJ9 KIAA0922	2
EWSR1	KCNQ1DN TRH	2
EWSR1	KIAA0922	1
EWSR1	KIF14	1
EWSR1	KRT33B NCF1	2
EWSR1	KRT33B SLC7A2	2
EWSR1	LAMA2	1
EWSR1	LAMA2 TLE4 TP53	3
EWSR1	LAP3	1
EWSR1	LFNG	1
EWSR1	LRP2BP	1
EWSR1	MED22	1
EWSR1	MS4A2	1
EWSR1	MTCH1	1
EWSR1	MYO16	1
EWSR1	MYO16 PRMT1	2
EWSR1	MYO16 UBQLN3	2
EWSR1	MYO3A	1
EWSR1	NHLH2	1
EWSR1	NHLH2 SERINC2 UBQLN3	3
EWSR1	NPY2R	1
EWSR1	NPY5R	1
EWSR1	NPY5R SCN1B	2
EWSR1	PABPN1	1
EWSR1	PABPN1 SCN1B SLCO4C1	3
EWSR1	PAIP2B	1
EWSR1	PAIP2B SLC6A13	2
EWSR1	PF4V1	1
EWSR1	PLA2G2E	1
EWSR1	PODXL	1
EWSR1	POLQ	1
EWSR1	PRMT1	1
EWSR1	PRMT1 UBQLN3	2
EWSR1	PTGER1	1
EWSR1	PTPRR	1
EWSR1	RASGRF1	1
EWSR1	RASGRF1 STXBP2 TDO2	3
EWSR1	RASGRP3	1
EWSR1	RGS16	1
EWSR1	RYR1	1
EWSR1	RYR1 SSTR4	2
EWSR1	SCN1B	1
EWSR1	SCN2A	1
EWSR1	SEC14L4	1
EWSR1	SERINC2	1
EWSR1	SLC12A2	1
EWSR1	SLC16A7	1
EWSR1	SLC25A1	1
EWSR1	SLC30A3	1
EWSR1	SLC6A13	1
EWSR1	SLC8A2	1
EWSR1	SLCO1A2	1
EWSR1	SLCO2A1	1
EWSR1	SPAG8	1
EWSR1	SRRM1	1
EWSR1	SSTR4	1
EWSR1	ST3GAL1	1
EWSR1	STK39	1
EWSR1	SV2B	1
EWSR1	SYNE1	1
EWSR1	TAS2R16	1
EWSR1	TGFB3	1
EWSR1	TLE4	1
EWSR1	TLE4 TP53	2
EWSR1	TMEM57	1
EWSR1	TNFAIP8	1
EWSR1	TNFSF10	1
EWSR1	TNS1	1
EWSR1	TP53	1
EWSR1	TP53 TRPC6	2
EWSR1	TRPC6	1
EWSR1	TSGA10	1
EWSR1	TST	1
EWSR1	U2AF2	1
EWSR1	UBQLN3	1
EWSR1	UCN	1
EWSR1	VPS4A	1
EWSR1	WNT1	1
EWSR1 HRG	EWSR1 MED22	-4
EWSR1 HRG	EWSR1 PRMT1	-4
EWSR1 HRG	EWSR1 SCN2A	-4
EWSR1 HRG	EWSR1 SLC7A2	-4
EWSR1 HRG	EWSR1 SPRR1A	-4
EWSR1 HRG	EWSR1 UBQLN3	-4
EWSR1 HRG	FGA	2
EWSR1 HRG	FGB	2
EWSR1 HRG	FGF22	2
EWSR1 HRG	FGR	2
EWSR1 HRG	FXYD6	2
EWSR1 HRG	GAS1 TP53	2
EWSR1 HRG	GLDC ZSCAN18	2
EWSR1 HRG	GLTSCR2	2
EWSR1 HRG	GLTSCR2 MTCH1	2
EWSR1 HRG	GNG3	2
EWSR1 HRG	GNG3 HBE1	2
EWSR1 HRG	GNG3 HTR2A	2
EWSR1 HRG	GNG3 MTCH1	2
EWSR1 HRG	GNG3 SEC14L4	2
EWSR1 HRG	GNG3 TAS2R16	2
EWSR1 HRG	GPR68	2
EWSR1 HRG	GPR68 GRM4	2
EWSR1 HRG	GRM4	2
EWSR1 HRG	GRM4 ITPR3	2
EWSR1 HRG	GTF2F2	2
EWSR1 HRG	GUCY2D	2
EWSR1 HRG	H1F0	2
EWSR1 HRG	H1F0 SOX2 TGFB3	3
EWSR1 HRG	HAO1	2
EWSR1 HRG	HBE1	2
EWSR1 HRG	HCN2	2
EWSR1 HRG	HRG	-4
EWSR1 HRG	HRG RASGRF1	-3
EWSR1 HRG	HRG RYR1	-3
EWSR1 HRG	HRG TNFSF10	-3
EWSR1 HRG	HSP90AA1	2
EWSR1 HRG	HTR2A	2
EWSR1 HRG	IAPP	2
EWSR1 HRG	ICAM4 PCSK5	2
EWSR1 HRG	ID4	2
EWSR1 HRG	IL2RA	2
EWSR1 HRG	ITPR3	2
EWSR1 HRG	ITPR3 PTPRR	2
EWSR1 HRG	KCNA1	2
EWSR1 HRG	KCNA1 RASGRF1 SRRM1	3
EWSR1 HRG	KCNA1 UBQLN3	2
EWSR1 HRG	KCNJ16	2
EWSR1 HRG	KCNJ16 SCN2A	2
EWSR1 HRG	KCNJ9 KIAA0922	2
EWSR1 HRG	KCNQ1DN TRH	2
EWSR1 HRG	KIAA0922	2
EWSR1 HRG	KIF14	2
EWSR1 HRG	KRT33B NCF1	2
EWSR1 HRG	KRT33B SLC7A2	2
EWSR1 HRG	LAMA2	2
EWSR1 HRG	LAMA2 TLE4 TP53	3
EWSR1 HRG	LAP3	2
EWSR1 HRG	LFNG	2
EWSR1 HRG	LRP2BP	2
EWSR1 HRG	MED22	2
EWSR1 HRG	MS4A2	2
EWSR1 HRG	MTCH1	2
EWSR1 HRG	MYO16	2
EWSR1 HRG	MYO16 PRMT1	2
EWSR1 HRG	MYO16 UBQLN3	2
EWSR1 HRG	MYO3A	2
EWSR1 HRG	NHLH2	2
EWSR1 HRG	NHLH2 SERINC2 UBQLN3	3
EWSR1 HRG	NPY2R	2
EWSR1 HRG	NPY5R	2
EWSR1 HRG	NPY5R SCN1B	2
EWSR1 HRG	PABPN1	2
EWSR1 HRG	PABPN1 SCN1B SLCO4C1	3
EWSR1 HRG	PAIP2B	2
EWSR1 HRG	PAIP2B SLC6A13	2
EWSR1 HRG	PF4V1	2
EWSR1 HRG	PLA2G2E	2
EWSR1 HRG	PODXL	2
EWSR1 HRG	POLQ	2
EWSR1 HRG	PRMT1	2
EWSR1 HRG	PRMT1 UBQLN3	2
EWSR1 HRG	PTGER1	2
EWSR1 HRG	PTPRR	2
EWSR1 HRG	RASGRF1	2
EWSR1 HRG	RASGRF1 STXBP2 TDO2	3
EWSR1 HRG	RASGRP3	2
EWSR1 HRG	RGS16	2
EWSR1 HRG	RYR1	2
EWSR1 HRG	RYR1 SSTR4	2
EWSR1 HRG	SCN1B	2
EWSR1 HRG	SCN2A	2
EWSR1 HRG	SEC14L4	2
EWSR1 HRG	SERINC2	2
EWSR1 HRG	SLC12A2	2
EWSR1 HRG	SLC16A7	2
EWSR1 HRG	SLC25A1	2
EWSR1 HRG	SLC30A3	2
EWSR1 HRG	SLC6A13	2
EWSR1 HRG	SLC8A2	2
EWSR1 HRG	SLCO1A2	2
EWSR1 HRG	SLCO2A1	2
EWSR1 HRG	SPAG8	2
EWSR1 HRG	SRRM1	2
EWSR1 HRG	SSTR4	2
EWSR1 HRG	ST3GAL1	2
EWSR1 HRG	STK39	2
EWSR1 HRG	SV2B	2
EWSR1 HRG	SYNE1	2
EWSR1 HRG	TAS2R16	2
EWSR1 HRG	TGFB3	2
EWSR1 HRG	TLE4	2
EWSR1 HRG	TLE4 TP53	2
EWSR1 HRG	TMEM57	2
EWSR1 HRG	TNFAIP8	2
EWSR1 HRG	TNFSF10	2
EWSR1 HRG	TNS1	2
EWSR1 HRG	TP53	2
EWSR1 HRG	TP53 TRPC6	2
EWSR1 HRG	TRPC6	2
EWSR1 HRG	TSGA10	2
EWSR1 HRG	TST	2
EWSR1 HRG	U2AF2	2
EWSR1 HRG	UBQLN3	2
EWSR1 HRG	UCN	2
EWSR1 HRG	VPS4A	2
EWSR1 HRG	WNT1	2
EWSR1 MED22	EWSR1 PRMT1	-4
EWSR1 MED22	EWSR1 SCN2A	-4
EWSR1 MED22	EWSR1 SLC7A2	-4
EWSR1 MED22	EWSR1 SPRR1A	-4
EWSR1 MED22	EWSR1 UBQLN3	-4
EWSR1 MED22	FGA	2
EWSR1 MED22	FGB	2
EWSR1 MED22	FGF22	2
EWSR1 MED22	FGR	2
EWSR1 MED22	FXYD6	2
EWSR1 MED22	GAS1 TP53	2
EWSR1 MED22	GLDC ZSCAN18	2
EWSR1 MED22	GLTSCR2	2
EWSR1 MED22	GLTSCR2 MTCH1	2
EWSR1 MED22	GNG3	2
EWSR1 MED22	GNG3 HBE1	2
EWSR1 MED22	GNG3 HTR2A	2
EWSR1 MED22	GNG3 MTCH1	2
EWSR1 MED22	GNG3 SEC14L4	2
EWSR1 MED22	GNG3 TAS2R16	2
EWSR1 MED22	GPR68	2
EWSR1 MED22	GPR68 GRM4	2
EWSR1 MED22	GRM4	2
EWSR1 MED22	GRM4 ITPR3	2
EWSR1 MED22	GTF2F2	2
EWSR1 MED22	GUCY2D	2
EWSR1 MED22	H1F0	2
EWSR1 MED22	H1F0 SOX2 TGFB3	3
EWSR1 MED22	HAO1	2
EWSR1 MED22	HBE1	2
EWSR1 MED22	HCN2	2
EWSR1 MED22	HRG	2
EWSR1 MED22	HRG RASGRF1	2
EWSR1 MED22	HRG RYR1	2
EWSR1 MED22	HRG TNFSF10	2
EWSR1 MED22	HSP90AA1	2
EWSR1 MED22	HTR2A	2
EWSR1 MED22	IAPP	2
EWSR1 MED22	ICAM4 PCSK5	2
EWSR1 MED22	ID4	2
EWSR1 MED22	IL2RA	2
EWSR1 MED22	ITPR3	2
EWSR1 MED22	ITPR3 PTPRR	2
EWSR1 MED22	KCNA1	2
EWSR1 MED22	KCNA1 RASGRF1 SRRM1	3
EWSR1 MED22	KCNA1 UBQLN3	2
EWSR1 MED22	KCNJ16	2
EWSR1 MED22	KCNJ16 SCN2A	2
EWSR1 MED22	KCNJ9 KIAA0922	2
EWSR1 MED22	KCNQ1DN TRH	2
EWSR1 MED22	KIAA0922	2
EWSR1 MED22	KIF14	2
EWSR1 MED22	KRT33B NCF1	2
EWSR1 MED22	KRT33B SLC7A2	2
EWSR1 MED22	LAMA2	2
EWSR1 MED22	LAMA2 TLE4 TP53	3
EWSR1 MED22	LAP3	2
EWSR1 MED22	LFNG	2
EWSR1 MED22	LRP2BP	2
EWSR1 MED22	MED22	-4
EWSR1 MED22	MS4A2	2
EWSR1 MED22	MTCH1	2
EWSR1 MED22	MYO16	2
EWSR1 MED22	MYO16 PRMT1	2
EWSR1 MED22	MYO16 UBQLN3	2
EWSR1 MED22	MYO3A	2
EWSR1 MED22	NHLH2	2
EWSR1 MED22	NHLH2 SERINC2 UBQLN3	3
EWSR1 MED22	NPY2R	2
EWSR1 MED22	NPY5R	2
EWSR1 MED22	NPY5R SCN1B	2
EWSR1 MED22	PABPN1	2
EWSR1 MED22	PABPN1 SCN1B SLCO4C1	3
EWSR1 MED22	PAIP2B	2
EWSR1 MED22	PAIP2B SLC6A13	2
EWSR1 MED22	PF4V1	2
EWSR1 MED22	PLA2G2E	2
EWSR1 MED22	PODXL	2
EWSR1 MED22	POLQ	2
EWSR1 MED22	PRMT1	2
EWSR1 MED22	PRMT1 UBQLN3	2
EWSR1 MED22	PTGER1	2
EWSR1 MED22	PTPRR	2
EWSR1 MED22	RASGRF1	2
EWSR1 MED22	RASGRF1 STXBP2 TDO2	3
EWSR1 MED22	RASGRP3	2
EWSR1 MED22	RGS16	2
EWSR1 MED22	RYR1	2
EWSR1 MED22	RYR1 SSTR4	2
EWSR1 MED22	SCN1B	2
EWSR1 MED22	SCN2A	2
EWSR1 MED22	SEC14L4	2
EWSR1 MED22	SERINC2	2
EWSR1 MED22	SLC12A2	2
EWSR1 MED22	SLC16A7	2
EWSR1 MED22	SLC25A1	2
EWSR1 MED22	SLC30A3	2
EWSR1 MED22	SLC6A13	2
EWSR1 MED22	SLC8A2	2
EWSR1 MED22	SLCO1A2	2
EWSR1 MED22	SLCO2A1	2
EWSR1 MED22	SPAG8	2
EWSR1 MED22	SRRM1	2
EWSR1 MED22	SSTR4	2
EWSR1 MED22	ST3GAL1	2
EWSR1 MED22	STK39	2
EWSR1 MED22	SV2B	2
EWSR1 MED22	SYNE1	2
EWSR1 MED22	TAS2R16	2
EWSR1 MED22	TGFB3	2
EWSR1 MED22	TLE4	2
EWSR1 MED22	TLE4 TP53	2
EWSR1 MED22	TMEM57	2
EWSR1 MED22	TNFAIP8	2
EWSR1 MED22	TNFSF10	2
EWSR1 MED22	TNS1	2
EWSR1 MED22	TP53	2
EWSR1 MED22	TP53 TRPC6	2
EWSR1 MED22	TRPC6	2
EWSR1 MED22	TSGA10	2
EWSR1 MED22	TST	2
EWSR1 MED22	U2AF2	2
EWSR1 MED22	UBQLN3	2
EWSR1 MED22	UCN	2
EWSR1 MED22	VPS4A	2
EWSR1 MED22	WNT1	2
EWSR1 PRMT1	EWSR1 SCN2A	-4
EWSR1 PRMT1	EWSR1 SLC7A2	-4
EWSR1 PRMT1	EWSR1 SPRR1A	-4
EWSR1 PRMT1	EWSR1 UBQLN3	-4
EWSR1 PRMT1	FGA	2
EWSR1 PRMT1	FGB	2
EWSR1 PRMT1	FGF22	2
EWSR1 PRMT1	FGR	2
EWSR1 PRMT1	FXYD6	2
EWSR1 PRMT1	GAS1 TP53	2
EWSR1 PRMT1	GLDC ZSCAN18	2
EWSR1 PRMT1	GLTSCR2	2
EWSR1 PRMT1	GLTSCR2 MTCH1	2
EWSR1 PRMT1	GNG3	2
EWSR1 PRMT1	GNG3 HBE1	2
EWSR1 PRMT1	GNG3 HTR2A	2
EWSR1 PRMT1	GNG3 MTCH1	2
EWSR1 PRMT1	GNG3 SEC14L4	2
EWSR1 PRMT1	GNG3 TAS2R16	2
EWSR1 PRMT1	GPR68	2
EWSR1 PRMT1	GPR68 GRM4	2
EWSR1 PRMT1	GRM4	2
EWSR1 PRMT1	GRM4 ITPR3	2
EWSR1 PRMT1	GTF2F2	2
EWSR1 PRMT1	GUCY2D	2
EWSR1 PRMT1	H1F0	2
EWSR1 PRMT1	H1F0 SOX2 TGFB3	3
EWSR1 PRMT1	HAO1	2
EWSR1 PRMT1	HBE1	2
EWSR1 PRMT1	HCN2	2
EWSR1 PRMT1	HRG	2
EWSR1 PRMT1	HRG RASGRF1	2
EWSR1 PRMT1	HRG RYR1	2
EWSR1 PRMT1	HRG TNFSF10	2
EWSR1 PRMT1	HSP90AA1	2
EWSR1 PRMT1	HTR2A	2
EWSR1 PRMT1	IAPP	2
EWSR1 PRMT1	ICAM4 PCSK5	2
EWSR1 PRMT1	ID4	2
EWSR1 PRMT1	IL2RA	2
EWSR1 PRMT1	ITPR3	2
EWSR1 PRMT1	ITPR3 PTPRR	2
EWSR1 PRMT1	KCNA1	2
EWSR1 PRMT1	KCNA1 RASGRF1 SRRM1	3
EWSR1 PRMT1	KCNA1 UBQLN3	2
EWSR1 PRMT1	KCNJ16	2
EWSR1 PRMT1	KCNJ16 SCN2A	2
EWSR1 PRMT1	KCNJ9 KIAA0922	2
EWSR1 PRMT1	KCNQ1DN TRH	2
EWSR1 PRMT1	KIAA0922	2
EWSR1 PRMT1	KIF14	2
EWSR1 PRMT1	KRT33B NCF1	2
EWSR1 PRMT1	KRT33B SLC7A2	2
EWSR1 PRMT1	LAMA2	2
EWSR1 PRMT1	LAMA2 TLE4 TP53	3
EWSR1 PRMT1	LAP3	2
EWSR1 PRMT1	LFNG	2
EWSR1 PRMT1	LRP2BP	2
EWSR1 PRMT1	MED22	2
EWSR1 PRMT1	MS4A2	2
EWSR1 PRMT1	MTCH1	2
EWSR1 PRMT1	MYO16	2
EWSR1 PRMT1	MYO16 PRMT1	-4
