SignatureA	SignatureB	LD
BCL2A1 LAMA2	FGF22	2
BCL2A1 LAMA2	FGR	2
BCL2A1 LAMA2	FXYD6	2
BCL2A1 LAMA2	GAS1 TP53	2
BCL2A1 LAMA2	GLDC ZSCAN18	2
BCL2A1 LAMA2	GLTSCR2	2
BCL2A1 LAMA2	GLTSCR2 MTCH1	2
BCL2A1 LAMA2	GNG3	2
BCL2A1 LAMA2	GNG3 HBE1	2
BCL2A1 LAMA2	GNG3 HTR2A	2
BCL2A1 LAMA2	GNG3 MTCH1	2
BCL2A1 LAMA2	GNG3 SEC14L4	2
BCL2A1 LAMA2	GNG3 TAS2R16	2
BCL2A1 LAMA2	GPR68	2
BCL2A1 LAMA2	GPR68 GRM4	2
BCL2A1 LAMA2	GRM4	2
BCL2A1 LAMA2	GRM4 ITPR3	2
BCL2A1 LAMA2	GTF2F2	2
BCL2A1 LAMA2	GUCY2D	2
BCL2A1 LAMA2	H1F0	2
BCL2A1 LAMA2	H1F0 SOX2 TGFB3	3
BCL2A1 LAMA2	HAO1	2
BCL2A1 LAMA2	HBE1	2
BCL2A1 LAMA2	HCN2	2
BCL2A1 LAMA2	HRG	2
BCL2A1 LAMA2	HRG RASGRF1	2
BCL2A1 LAMA2	HRG RYR1	2
BCL2A1 LAMA2	HRG TNFSF10	2
BCL2A1 LAMA2	HSP90AA1	2
BCL2A1 LAMA2	HTR2A	2
BCL2A1 LAMA2	IAPP	2
BCL2A1 LAMA2	ICAM4 PCSK5	2
BCL2A1 LAMA2	ID4	2
BCL2A1 LAMA2	IL2RA	2
BCL2A1 LAMA2	ITPR3	2
BCL2A1 LAMA2	ITPR3 PTPRR	2
BCL2A1 LAMA2	KCNA1	2
BCL2A1 LAMA2	KCNA1 RASGRF1 SRRM1	3
BCL2A1 LAMA2	KCNA1 UBQLN3	2
BCL2A1 LAMA2	KCNJ16	2
BCL2A1 LAMA2	KCNJ16 SCN2A	2
BCL2A1 LAMA2	KCNJ9 KIAA0922	2
BCL2A1 LAMA2	KCNQ1DN TRH	2
BCL2A1 LAMA2	KIAA0922	2
BCL2A1 LAMA2	KIF14	2
BCL2A1 LAMA2	KRT33B NCF1	2
BCL2A1 LAMA2	KRT33B SLC7A2	2
BCL2A1 LAMA2	LAMA2	-4
BCL2A1 LAMA2	LAMA2 TLE4 TP53	-2
BCL2A1 LAMA2	LAP3	2
BCL2A1 LAMA2	LFNG	2
BCL2A1 LAMA2	LRP2BP	2
BCL2A1 LAMA2	MED22	2
BCL2A1 LAMA2	MS4A2	2
BCL2A1 LAMA2	MTCH1	2
BCL2A1 LAMA2	MYO16	2
BCL2A1 LAMA2	MYO16 PRMT1	2
BCL2A1 LAMA2	MYO16 UBQLN3	2
BCL2A1 LAMA2	MYO3A	2
BCL2A1 LAMA2	NHLH2	2
BCL2A1 LAMA2	NHLH2 SERINC2 UBQLN3	3
BCL2A1 LAMA2	NPY2R	2
BCL2A1 LAMA2	NPY5R	2
BCL2A1 LAMA2	NPY5R SCN1B	2
BCL2A1 LAMA2	PABPN1	2
BCL2A1 LAMA2	PABPN1 SCN1B SLCO4C1	3
BCL2A1 LAMA2	PAIP2B	2
BCL2A1 LAMA2	PAIP2B SLC6A13	2
BCL2A1 LAMA2	PF4V1	2
BCL2A1 LAMA2	PLA2G2E	2
BCL2A1 LAMA2	PODXL	2
BCL2A1 LAMA2	POLQ	2
BCL2A1 LAMA2	PRMT1	2
BCL2A1 LAMA2	PRMT1 UBQLN3	2
BCL2A1 LAMA2	PTGER1	2
BCL2A1 LAMA2	PTPRR	2
BCL2A1 LAMA2	RASGRF1	2
BCL2A1 LAMA2	RASGRF1 STXBP2 TDO2	3
BCL2A1 LAMA2	RASGRP3	2
BCL2A1 LAMA2	RGS16	2
BCL2A1 LAMA2	RYR1	2
BCL2A1 LAMA2	RYR1 SSTR4	2
BCL2A1 LAMA2	SCN1B	2
BCL2A1 LAMA2	SCN2A	2
BCL2A1 LAMA2	SEC14L4	2
BCL2A1 LAMA2	SERINC2	2
BCL2A1 LAMA2	SLC12A2	2
BCL2A1 LAMA2	SLC16A7	2
BCL2A1 LAMA2	SLC25A1	2
BCL2A1 LAMA2	SLC30A3	2
BCL2A1 LAMA2	SLC6A13	2
BCL2A1 LAMA2	SLC8A2	2
BCL2A1 LAMA2	SLCO1A2	2
BCL2A1 LAMA2	SLCO2A1	2
BCL2A1 LAMA2	SPAG8	2
BCL2A1 LAMA2	SRRM1	2
BCL2A1 LAMA2	SSTR4	2
BCL2A1 LAMA2	ST3GAL1	2
BCL2A1 LAMA2	STK39	2
BCL2A1 LAMA2	SV2B	2
BCL2A1 LAMA2	SYNE1	2
BCL2A1 LAMA2	TAS2R16	2
BCL2A1 LAMA2	TGFB3	2
BCL2A1 LAMA2	TLE4	2
BCL2A1 LAMA2	TLE4 TP53	2
BCL2A1 LAMA2	TMEM57	2
BCL2A1 LAMA2	TNFAIP8	2
BCL2A1 LAMA2	TNFSF10	2
BCL2A1 LAMA2	TNS1	2
BCL2A1 LAMA2	TP53	2
BCL2A1 LAMA2	TP53 TRPC6	2
BCL2A1 LAMA2	TRPC6	2
BCL2A1 LAMA2	TSGA10	2
BCL2A1 LAMA2	TST	2
BCL2A1 LAMA2	U2AF2	2
BCL2A1 LAMA2	UBQLN3	2
BCL2A1 LAMA2	UCN	2
BCL2A1 LAMA2	VPS4A	2
BCL2A1 LAMA2	WNT1	2
CALCA	CALCA NPTX1	-4
CALCA	CALCA TP53	-4
CALCA	CALML3	1
CALCA	CARD9	1
CALCA	CARD9 FGR SRRM1	3
CALCA	CCDC121 SEC14L4 SPAG8	3
CALCA	CCL2	1
CALCA	CD209	1
CALCA	CDK2	1
CALCA	CDK2 GPR68	2
CALCA	CDK2 SCN2A SLC8A2	3
CALCA	CEP152	1
CALCA	CLTCL1 ID4	2
CALCA	COCH	1
CALCA	COL1A2	1
CALCA	COX17	1
CALCA	COX17 LAMA2	2
CALCA	CRB1	1
CALCA	CREB1	1
CALCA	CRYGC MAP3K1 POLQ	3
CALCA	CXCL13	1
CALCA	CXCL13 DLX5 LRP2BP	3
CALCA	CXCL2	1
CALCA	CXCL2 PTGER1	2
CALCA	CYP1A1 LAMA2	2
CALCA	CYP1A1 LAMA2 TRPC6	3
CALCA	CYP1A1 NHLH2	2
CALCA	CYP1A1 PABPN1	2
CALCA	CYP3A4	1
CALCA	CYP3A4 E2F6 ITPR3 SRRM1	4
CALCA	CYP3A4 ELF3 POLQ	3
CALCA	CYP3A4 FMO1 HNRNPL	3
CALCA	CYP3A4 FXYD6	2
CALCA	CYP3A4 PODXL	2
CALCA	CYP4A11 GKN1 ZSCAN18	3
CALCA	CYP4F8	1
CALCA	CYP4F8 ICAM4	2
CALCA	CYP4F8 MYO3A	2
CALCA	DAPK2	1
CALCA	DDR2 PRKCB	2
CALCA	DLX5	1
CALCA	DLX5 GRM4 TAS2R16	3
CALCA	DNM3	1
CALCA	DNM3 STXBP2	2
CALCA	DPPA4	1
CALCA	DPPA4 HRG	2
CALCA	DTNA	1
CALCA	DYNC1H1 SNAI1	2
CALCA	E2F6 PTGER1	2
CALCA	ELF3	1
CALCA	ELF3 FGF22	2
CALCA	ELF3 PTGER1	2
CALCA	ELF3 SCN1B SLCO4C1	3
CALCA	EPHA7	1
CALCA	EWSR1	1
CALCA	EWSR1 HRG	2
CALCA	EWSR1 MED22	2
CALCA	EWSR1 PRMT1	2
CALCA	EWSR1 SCN2A	2
CALCA	EWSR1 SLC7A2	2
CALCA	EWSR1 SPRR1A	2
CALCA	EWSR1 UBQLN3	2
CALCA	FGA	1
CALCA	FGB	1
CALCA	FGF22	1
CALCA	FGR	1
CALCA	FXYD6	1
CALCA	GAS1 TP53	2
CALCA	GLDC ZSCAN18	2
CALCA	GLTSCR2	1
CALCA	GLTSCR2 MTCH1	2
CALCA	GNG3	1
CALCA	GNG3 HBE1	2
CALCA	GNG3 HTR2A	2
CALCA	GNG3 MTCH1	2
CALCA	GNG3 SEC14L4	2
CALCA	GNG3 TAS2R16	2
CALCA	GPR68	1
CALCA	GPR68 GRM4	2
CALCA	GRM4	1
CALCA	GRM4 ITPR3	2
CALCA	GTF2F2	1
CALCA	GUCY2D	1
CALCA	H1F0	1
CALCA	H1F0 SOX2 TGFB3	3
CALCA	HAO1	1
CALCA	HBE1	1
CALCA	HCN2	1
CALCA	HRG	1
CALCA	HRG RASGRF1	2
CALCA	HRG RYR1	2
CALCA	HRG TNFSF10	2
CALCA	HSP90AA1	1
CALCA	HTR2A	1
CALCA	IAPP	1
CALCA	ICAM4 PCSK5	2
CALCA	ID4	1
CALCA	IL2RA	1
CALCA	ITPR3	1
CALCA	ITPR3 PTPRR	2
CALCA	KCNA1	1
CALCA	KCNA1 RASGRF1 SRRM1	3
CALCA	KCNA1 UBQLN3	2
CALCA	KCNJ16	1
CALCA	KCNJ16 SCN2A	2
CALCA	KCNJ9 KIAA0922	2
CALCA	KCNQ1DN TRH	2
CALCA	KIAA0922	1
CALCA	KIF14	1
CALCA	KRT33B NCF1	2
CALCA	KRT33B SLC7A2	2
CALCA	LAMA2	1
CALCA	LAMA2 TLE4 TP53	3
CALCA	LAP3	1
CALCA	LFNG	1
CALCA	LRP2BP	1
CALCA	MED22	1
CALCA	MS4A2	1
CALCA	MTCH1	1
CALCA	MYO16	1
CALCA	MYO16 PRMT1	2
CALCA	MYO16 UBQLN3	2
CALCA	MYO3A	1
CALCA	NHLH2	1
CALCA	NHLH2 SERINC2 UBQLN3	3
CALCA	NPY2R	1
CALCA	NPY5R	1
CALCA	NPY5R SCN1B	2
CALCA	PABPN1	1
CALCA	PABPN1 SCN1B SLCO4C1	3
CALCA	PAIP2B	1
CALCA	PAIP2B SLC6A13	2
CALCA	PF4V1	1
CALCA	PLA2G2E	1
CALCA	PODXL	1
CALCA	POLQ	1
CALCA	PRMT1	1
CALCA	PRMT1 UBQLN3	2
CALCA	PTGER1	1
CALCA	PTPRR	1
CALCA	RASGRF1	1
CALCA	RASGRF1 STXBP2 TDO2	3
CALCA	RASGRP3	1
CALCA	RGS16	1
CALCA	RYR1	1
CALCA	RYR1 SSTR4	2
CALCA	SCN1B	1
CALCA	SCN2A	1
CALCA	SEC14L4	1
CALCA	SERINC2	1
CALCA	SLC12A2	1
CALCA	SLC16A7	1
CALCA	SLC25A1	1
CALCA	SLC30A3	1
CALCA	SLC6A13	1
CALCA	SLC8A2	1
CALCA	SLCO1A2	1
CALCA	SLCO2A1	1
CALCA	SPAG8	1
CALCA	SRRM1	1
CALCA	SSTR4	1
CALCA	ST3GAL1	1
CALCA	STK39	1
CALCA	SV2B	1
CALCA	SYNE1	1
CALCA	TAS2R16	1
CALCA	TGFB3	1
CALCA	TLE4	1
CALCA	TLE4 TP53	2
CALCA	TMEM57	1
CALCA	TNFAIP8	1
CALCA	TNFSF10	1
CALCA	TNS1	1
CALCA	TP53	1
CALCA	TP53 TRPC6	2
CALCA	TRPC6	1
CALCA	TSGA10	1
CALCA	TST	1
CALCA	U2AF2	1
CALCA	UBQLN3	1
CALCA	UCN	1
CALCA	VPS4A	1
CALCA	WNT1	1
CALCA NPTX1	CALCA TP53	-4
CALCA NPTX1	CALML3	2
CALCA NPTX1	CARD9	2
CALCA NPTX1	CARD9 FGR SRRM1	3
CALCA NPTX1	CCDC121 SEC14L4 SPAG8	3
CALCA NPTX1	CCL2	2
CALCA NPTX1	CD209	2
CALCA NPTX1	CDK2	2
CALCA NPTX1	CDK2 GPR68	2
CALCA NPTX1	CDK2 SCN2A SLC8A2	3
CALCA NPTX1	CEP152	2
CALCA NPTX1	CLTCL1 ID4	2
CALCA NPTX1	COCH	2
CALCA NPTX1	COL1A2	2
CALCA NPTX1	COX17	2
CALCA NPTX1	COX17 LAMA2	2
CALCA NPTX1	CRB1	2
CALCA NPTX1	CREB1	2
CALCA NPTX1	CRYGC MAP3K1 POLQ	3
CALCA NPTX1	CXCL13	2
CALCA NPTX1	CXCL13 DLX5 LRP2BP	3
CALCA NPTX1	CXCL2	2
CALCA NPTX1	CXCL2 PTGER1	2
CALCA NPTX1	CYP1A1 LAMA2	2
CALCA NPTX1	CYP1A1 LAMA2 TRPC6	3
CALCA NPTX1	CYP1A1 NHLH2	2
CALCA NPTX1	CYP1A1 PABPN1	2
CALCA NPTX1	CYP3A4	2
CALCA NPTX1	CYP3A4 E2F6 ITPR3 SRRM1	4
CALCA NPTX1	CYP3A4 ELF3 POLQ	3
CALCA NPTX1	CYP3A4 FMO1 HNRNPL	3
CALCA NPTX1	CYP3A4 FXYD6	2
CALCA NPTX1	CYP3A4 PODXL	2
CALCA NPTX1	CYP4A11 GKN1 ZSCAN18	3
CALCA NPTX1	CYP4F8	2
CALCA NPTX1	CYP4F8 ICAM4	2
CALCA NPTX1	CYP4F8 MYO3A	2
CALCA NPTX1	DAPK2	2
CALCA NPTX1	DDR2 PRKCB	2
CALCA NPTX1	DLX5	2
CALCA NPTX1	DLX5 GRM4 TAS2R16	3
CALCA NPTX1	DNM3	2
CALCA NPTX1	DNM3 STXBP2	2
CALCA NPTX1	DPPA4	2
CALCA NPTX1	DPPA4 HRG	2
CALCA NPTX1	DTNA	2
CALCA NPTX1	DYNC1H1 SNAI1	2
CALCA NPTX1	E2F6 PTGER1	2
CALCA NPTX1	ELF3	2
CALCA NPTX1	ELF3 FGF22	2
CALCA NPTX1	ELF3 PTGER1	2
CALCA NPTX1	ELF3 SCN1B SLCO4C1	3
CALCA NPTX1	EPHA7	2
CALCA NPTX1	EWSR1	2
CALCA NPTX1	EWSR1 HRG	2
CALCA NPTX1	EWSR1 MED22	2
CALCA NPTX1	EWSR1 PRMT1	2
CALCA NPTX1	EWSR1 SCN2A	2
CALCA NPTX1	EWSR1 SLC7A2	2
CALCA NPTX1	EWSR1 SPRR1A	2
CALCA NPTX1	EWSR1 UBQLN3	2
CALCA NPTX1	FGA	2
CALCA NPTX1	FGB	2
CALCA NPTX1	FGF22	2
CALCA NPTX1	FGR	2
CALCA NPTX1	FXYD6	2
CALCA NPTX1	GAS1 TP53	2
CALCA NPTX1	GLDC ZSCAN18	2
CALCA NPTX1	GLTSCR2	2
CALCA NPTX1	GLTSCR2 MTCH1	2
CALCA NPTX1	GNG3	2
CALCA NPTX1	GNG3 HBE1	2
CALCA NPTX1	GNG3 HTR2A	2
CALCA NPTX1	GNG3 MTCH1	2
CALCA NPTX1	GNG3 SEC14L4	2
CALCA NPTX1	GNG3 TAS2R16	2
CALCA NPTX1	GPR68	2
CALCA NPTX1	GPR68 GRM4	2
CALCA NPTX1	GRM4	2
CALCA NPTX1	GRM4 ITPR3	2
CALCA NPTX1	GTF2F2	2
CALCA NPTX1	GUCY2D	2
CALCA NPTX1	H1F0	2
CALCA NPTX1	H1F0 SOX2 TGFB3	3
CALCA NPTX1	HAO1	2
CALCA NPTX1	HBE1	2
CALCA NPTX1	HCN2	2
CALCA NPTX1	HRG	2
CALCA NPTX1	HRG RASGRF1	2
CALCA NPTX1	HRG RYR1	2
CALCA NPTX1	HRG TNFSF10	2
CALCA NPTX1	HSP90AA1	2
CALCA NPTX1	HTR2A	2
CALCA NPTX1	IAPP	2
CALCA NPTX1	ICAM4 PCSK5	2
CALCA NPTX1	ID4	2
CALCA NPTX1	IL2RA	2
CALCA NPTX1	ITPR3	2
CALCA NPTX1	ITPR3 PTPRR	2
CALCA NPTX1	KCNA1	2
CALCA NPTX1	KCNA1 RASGRF1 SRRM1	3
CALCA NPTX1	KCNA1 UBQLN3	2
CALCA NPTX1	KCNJ16	2
CALCA NPTX1	KCNJ16 SCN2A	2
CALCA NPTX1	KCNJ9 KIAA0922	2
CALCA NPTX1	KCNQ1DN TRH	2
CALCA NPTX1	KIAA0922	2
CALCA NPTX1	KIF14	2
CALCA NPTX1	KRT33B NCF1	2
CALCA NPTX1	KRT33B SLC7A2	2
CALCA NPTX1	LAMA2	2
CALCA NPTX1	LAMA2 TLE4 TP53	3
CALCA NPTX1	LAP3	2
CALCA NPTX1	LFNG	2
CALCA NPTX1	LRP2BP	2
CALCA NPTX1	MED22	2
CALCA NPTX1	MS4A2	2
CALCA NPTX1	MTCH1	2
CALCA NPTX1	MYO16	2
CALCA NPTX1	MYO16 PRMT1	2
CALCA NPTX1	MYO16 UBQLN3	2
CALCA NPTX1	MYO3A	2
CALCA NPTX1	NHLH2	2
CALCA NPTX1	NHLH2 SERINC2 UBQLN3	3
CALCA NPTX1	NPY2R	2
CALCA NPTX1	NPY5R	2
CALCA NPTX1	NPY5R SCN1B	2
CALCA NPTX1	PABPN1	2
CALCA NPTX1	PABPN1 SCN1B SLCO4C1	3
CALCA NPTX1	PAIP2B	2
CALCA NPTX1	PAIP2B SLC6A13	2
CALCA NPTX1	PF4V1	2
CALCA NPTX1	PLA2G2E	2
CALCA NPTX1	PODXL	2
CALCA NPTX1	POLQ	2
CALCA NPTX1	PRMT1	2
CALCA NPTX1	PRMT1 UBQLN3	2
CALCA NPTX1	PTGER1	2
CALCA NPTX1	PTPRR	2
CALCA NPTX1	RASGRF1	2
CALCA NPTX1	RASGRF1 STXBP2 TDO2	3
CALCA NPTX1	RASGRP3	2
CALCA NPTX1	RGS16	2
CALCA NPTX1	RYR1	2
CALCA NPTX1	RYR1 SSTR4	2
CALCA NPTX1	SCN1B	2
CALCA NPTX1	SCN2A	2
CALCA NPTX1	SEC14L4	2
CALCA NPTX1	SERINC2	2
CALCA NPTX1	SLC12A2	2
CALCA NPTX1	SLC16A7	2
CALCA NPTX1	SLC25A1	2
CALCA NPTX1	SLC30A3	2
CALCA NPTX1	SLC6A13	2
CALCA NPTX1	SLC8A2	2
CALCA NPTX1	SLCO1A2	2
CALCA NPTX1	SLCO2A1	2
CALCA NPTX1	SPAG8	2
CALCA NPTX1	SRRM1	2
CALCA NPTX1	SSTR4	2
CALCA NPTX1	ST3GAL1	2
CALCA NPTX1	STK39	2
CALCA NPTX1	SV2B	2
CALCA NPTX1	SYNE1	2
CALCA NPTX1	TAS2R16	2
CALCA NPTX1	TGFB3	2
CALCA NPTX1	TLE4	2
CALCA NPTX1	TLE4 TP53	2
CALCA NPTX1	TMEM57	2
CALCA NPTX1	TNFAIP8	2
CALCA NPTX1	TNFSF10	2
CALCA NPTX1	TNS1	2
CALCA NPTX1	TP53	2
CALCA NPTX1	TP53 TRPC6	2
CALCA NPTX1	TRPC6	2
CALCA NPTX1	TSGA10	2
CALCA NPTX1	TST	2
CALCA NPTX1	U2AF2	2
CALCA NPTX1	UBQLN3	2
CALCA NPTX1	UCN	2
CALCA NPTX1	VPS4A	2
CALCA NPTX1	WNT1	2
CALCA TP53	CALML3	2
CALCA TP53	CARD9	2
CALCA TP53	CARD9 FGR SRRM1	3
CALCA TP53	CCDC121 SEC14L4 SPAG8	3
CALCA TP53	CCL2	2
CALCA TP53	CD209	2
CALCA TP53	CDK2	2
CALCA TP53	CDK2 GPR68	2
CALCA TP53	CDK2 SCN2A SLC8A2	3
CALCA TP53	CEP152	2
CALCA TP53	CLTCL1 ID4	2
CALCA TP53	COCH	2
CALCA TP53	COL1A2	2
CALCA TP53	COX17	2
CALCA TP53	COX17 LAMA2	2
CALCA TP53	CRB1	2
CALCA TP53	CREB1	2
CALCA TP53	CRYGC MAP3K1 POLQ	3
CALCA TP53	CXCL13	2
CALCA TP53	CXCL13 DLX5 LRP2BP	3
CALCA TP53	CXCL2	2
CALCA TP53	CXCL2 PTGER1	2
CALCA TP53	CYP1A1 LAMA2	2
CALCA TP53	CYP1A1 LAMA2 TRPC6	3
CALCA TP53	CYP1A1 NHLH2	2
CALCA TP53	CYP1A1 PABPN1	2
CALCA TP53	CYP3A4	2
CALCA TP53	CYP3A4 E2F6 ITPR3 SRRM1	4
CALCA TP53	CYP3A4 ELF3 POLQ	3
CALCA TP53	CYP3A4 FMO1 HNRNPL	3
CALCA TP53	CYP3A4 FXYD6	2
CALCA TP53	CYP3A4 PODXL	2
CALCA TP53	CYP4A11 GKN1 ZSCAN18	3
CALCA TP53	CYP4F8	2
CALCA TP53	CYP4F8 ICAM4	2
CALCA TP53	CYP4F8 MYO3A	2
CALCA TP53	DAPK2	2
CALCA TP53	DDR2 PRKCB	2
CALCA TP53	DLX5	2
CALCA TP53	DLX5 GRM4 TAS2R16	3
CALCA TP53	DNM3	2
CALCA TP53	DNM3 STXBP2	2
CALCA TP53	DPPA4	2
CALCA TP53	DPPA4 HRG	2
CALCA TP53	DTNA	2
CALCA TP53	DYNC1H1 SNAI1	2
CALCA TP53	E2F6 PTGER1	2
CALCA TP53	ELF3	2
CALCA TP53	ELF3 FGF22	2
CALCA TP53	ELF3 PTGER1	2
CALCA TP53	ELF3 SCN1B SLCO4C1	3
CALCA TP53	EPHA7	2
CALCA TP53	EWSR1	2
CALCA TP53	EWSR1 HRG	2
CALCA TP53	EWSR1 MED22	2
CALCA TP53	EWSR1 PRMT1	2
CALCA TP53	EWSR1 SCN2A	2
CALCA TP53	EWSR1 SLC7A2	2
CALCA TP53	EWSR1 SPRR1A	2
CALCA TP53	EWSR1 UBQLN3	2
CALCA TP53	FGA	2
CALCA TP53	FGB	2
CALCA TP53	FGF22	2
CALCA TP53	FGR	2
CALCA TP53	FXYD6	2
CALCA TP53	GAS1 TP53	-4
CALCA TP53	GLDC ZSCAN18	2
CALCA TP53	GLTSCR2	2
CALCA TP53	GLTSCR2 MTCH1	2
CALCA TP53	GNG3	2
CALCA TP53	GNG3 HBE1	2
CALCA TP53	GNG3 HTR2A	2
CALCA TP53	GNG3 MTCH1	2
CALCA TP53	GNG3 SEC14L4	2
CALCA TP53	GNG3 TAS2R16	2
CALCA TP53	GPR68	2
CALCA TP53	GPR68 GRM4	2
CALCA TP53	GRM4	2
CALCA TP53	GRM4 ITPR3	2
CALCA TP53	GTF2F2	2
CALCA TP53	GUCY2D	2
CALCA TP53	H1F0	2
CALCA TP53	H1F0 SOX2 TGFB3	3
CALCA TP53	HAO1	2
CALCA TP53	HBE1	2
CALCA TP53	HCN2	2
CALCA TP53	HRG	2
CALCA TP53	HRG RASGRF1	2
CALCA TP53	HRG RYR1	2
CALCA TP53	HRG TNFSF10	2
CALCA TP53	HSP90AA1	2
CALCA TP53	HTR2A	2
CALCA TP53	IAPP	2
CALCA TP53	ICAM4 PCSK5	2
CALCA TP53	ID4	2
CALCA TP53	IL2RA	2
CALCA TP53	ITPR3	2
CALCA TP53	ITPR3 PTPRR	2
CALCA TP53	KCNA1	2
CALCA TP53	KCNA1 RASGRF1 SRRM1	3
CALCA TP53	KCNA1 UBQLN3	2
CALCA TP53	KCNJ16	2
CALCA TP53	KCNJ16 SCN2A	2
CALCA TP53	KCNJ9 KIAA0922	2
CALCA TP53	KCNQ1DN TRH	2
CALCA TP53	KIAA0922	2
CALCA TP53	KIF14	2
CALCA TP53	KRT33B NCF1	2
CALCA TP53	KRT33B SLC7A2	2
CALCA TP53	LAMA2	2
CALCA TP53	LAMA2 TLE4 TP53	-3
CALCA TP53	LAP3	2
CALCA TP53	LFNG	2
CALCA TP53	LRP2BP	2
CALCA TP53	MED22	2
CALCA TP53	MS4A2	2
CALCA TP53	MTCH1	2
CALCA TP53	MYO16	2
CALCA TP53	MYO16 PRMT1	2
CALCA TP53	MYO16 UBQLN3	2
CALCA TP53	MYO3A	2
CALCA TP53	NHLH2	2
CALCA TP53	NHLH2 SERINC2 UBQLN3	3
CALCA TP53	NPY2R	2
CALCA TP53	NPY5R	2
CALCA TP53	NPY5R SCN1B	2
CALCA TP53	PABPN1	2
CALCA TP53	PABPN1 SCN1B SLCO4C1	3
CALCA TP53	PAIP2B	2
CALCA TP53	PAIP2B SLC6A13	2
CALCA TP53	PF4V1	2
CALCA TP53	PLA2G2E	2
CALCA TP53	PODXL	2
CALCA TP53	POLQ	2
CALCA TP53	PRMT1	2
CALCA TP53	PRMT1 UBQLN3	2
CALCA TP53	PTGER1	2
CALCA TP53	PTPRR	2
CALCA TP53	RASGRF1	2
CALCA TP53	RASGRF1 STXBP2 TDO2	3
CALCA TP53	RASGRP3	2
CALCA TP53	RGS16	2
CALCA TP53	RYR1	2
CALCA TP53	RYR1 SSTR4	2
CALCA TP53	SCN1B	2
CALCA TP53	SCN2A	2
CALCA TP53	SEC14L4	2
CALCA TP53	SERINC2	2
CALCA TP53	SLC12A2	2
CALCA TP53	SLC16A7	2
CALCA TP53	SLC25A1	2
CALCA TP53	SLC30A3	2
CALCA TP53	SLC6A13	2
CALCA TP53	SLC8A2	2
CALCA TP53	SLCO1A2	2
CALCA TP53	SLCO2A1	2
CALCA TP53	SPAG8	2
CALCA TP53	SRRM1	2
CALCA TP53	SSTR4	2
CALCA TP53	ST3GAL1	2
CALCA TP53	STK39	2
CALCA TP53	SV2B	2
CALCA TP53	SYNE1	2
CALCA TP53	TAS2R16	2
CALCA TP53	TGFB3	2
CALCA TP53	TLE4	2
CALCA TP53	TLE4 TP53	-4
CALCA TP53	TMEM57	2
CALCA TP53	TNFAIP8	2
CALCA TP53	TNFSF10	2
CALCA TP53	TNS1	2
CALCA TP53	TP53	-4
CALCA TP53	TP53 TRPC6	-3
CALCA TP53	TRPC6	2
CALCA TP53	TSGA10	2
CALCA TP53	TST	2
CALCA TP53	U2AF2	2
CALCA TP53	UBQLN3	2
CALCA TP53	UCN	2
CALCA TP53	VPS4A	2
CALCA TP53	WNT1	2
CALML3	CARD9	1
CALML3	CARD9 FGR SRRM1	3
CALML3	CCDC121 SEC14L4 SPAG8	3
CALML3	CCL2	1
CALML3	CD209	1
CALML3	CDK2	1
CALML3	CDK2 GPR68	2
CALML3	CDK2 SCN2A SLC8A2	3
CALML3	CEP152	1
CALML3	CLTCL1 ID4	2
CALML3	COCH	1
CALML3	COL1A2	1
CALML3	COX17	1
CALML3	COX17 LAMA2	2
CALML3	CRB1	1
CALML3	CREB1	1
CALML3	CRYGC MAP3K1 POLQ	3
CALML3	CXCL13	1
CALML3	CXCL13 DLX5 LRP2BP	3
CALML3	CXCL2	1
CALML3	CXCL2 PTGER1	2
CALML3	CYP1A1 LAMA2	2
CALML3	CYP1A1 LAMA2 TRPC6	3
CALML3	CYP1A1 NHLH2	2
CALML3	CYP1A1 PABPN1	2
CALML3	CYP3A4	1
CALML3	CYP3A4 E2F6 ITPR3 SRRM1	4
CALML3	CYP3A4 ELF3 POLQ	3
CALML3	CYP3A4 FMO1 HNRNPL	3
CALML3	CYP3A4 FXYD6	2
CALML3	CYP3A4 PODXL	2
CALML3	CYP4A11 GKN1 ZSCAN18	3
CALML3	CYP4F8	1
CALML3	CYP4F8 ICAM4	2
CALML3	CYP4F8 MYO3A	2
CALML3	DAPK2	1
CALML3	DDR2 PRKCB	2
CALML3	DLX5	1
CALML3	DLX5 GRM4 TAS2R16	3
CALML3	DNM3	1
CALML3	DNM3 STXBP2	2
CALML3	DPPA4	1
CALML3	DPPA4 HRG	2
CALML3	DTNA	1
CALML3	DYNC1H1 SNAI1	2
CALML3	E2F6 PTGER1	2
CALML3	ELF3	1
CALML3	ELF3 FGF22	2
CALML3	ELF3 PTGER1	2
CALML3	ELF3 SCN1B SLCO4C1	3
CALML3	EPHA7	1
CALML3	EWSR1	1
CALML3	EWSR1 HRG	2
CALML3	EWSR1 MED22	2
CALML3	EWSR1 PRMT1	2
CALML3	EWSR1 SCN2A	2
CALML3	EWSR1 SLC7A2	2
CALML3	EWSR1 SPRR1A	2
CALML3	EWSR1 UBQLN3	2
CALML3	FGA	1
CALML3	FGB	1
CALML3	FGF22	1
CALML3	FGR	1
CALML3	FXYD6	1
CALML3	GAS1 TP53	2
CALML3	GLDC ZSCAN18	2
CALML3	GLTSCR2	1
CALML3	GLTSCR2 MTCH1	2
CALML3	GNG3	1
CALML3	GNG3 HBE1	2
CALML3	GNG3 HTR2A	2
